OrderNumber,OrderDate,Ship Date,Customer Name Index,Channel,Currency Code,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Total Unit Cost,Total Revenue
SO - 0001760,12/15/2014,2/7/2015,10,Distributor,AUD,NXH382,56,9,11,"5,956.30","3,871.60","65,519.30"
SO - 0001761,12/16/2014,2/23/2015,29,Export,NZD,NXH382,47,7,6,"2,010.00",924.60,"12,060.00"
SO - 0001762,12/16/2014,2/17/2015,12,Distributor,NZD,NXH382,59,7,7,"1,319.90",963.53,"9,239.30"
SO - 0001763,12/16/2014,1/25/2015,26,Wholesale,AUD,AXW291,14,1,7,"1,775.50","1,065.30","12,428.50"
SO - 0001764,12/16/2014,1/22/2015,38,Wholesale,USD,AXW291,8,9,9,187.60,129.44,"1,688.40"
SO - 0001765,12/16/2014,1/24/2015,3,Export,GBP,GUT930,31,7,9,"1,139.00",899.81,"10,251.00"
SO - 0001766,12/16/2014,2/7/2015,28,Distributor,USD,AXW291,9,8,7,"1,005.00",824.10,"7,035.00"
SO - 0001767,12/16/2014,2/18/2015,23,Distributor,NZD,AXW291,11,13,11,"2,385.20","1,097.19","26,237.20"
SO - 0001768,12/16/2014,3/10/2015,26,Export,NZD,GUT930,33,2,7,"1,085.40",911.74,"7,597.80"
SO - 0001769,12/16/2014,1/24/2015,13,Distributor,AUD,NXH382,56,1,6,"1,809.00","1,519.56","10,854.00"
SO - 0001770,12/16/2014,2/13/2015,33,Export,USD,GUT930,45,9,5,897.80,646.42,"4,489.00"
SO - 0001771,12/16/2014,1/22/2015,17,Wholesale,USD,NXH382,52,1,10,"1,246.20",847.42,"12,462.00"
SO - 0001772,12/16/2014,2/2/2015,32,Wholesale,NZD,AXW291,4,5,10,"1,118.90",503.51,"11,189.00"
SO - 0001773,12/16/2014,2/17/2015,42,Export,AUD,AXW291,16,1,7,"1,018.40",835.09,"7,128.80"
SO - 0001774,12/16/2014,1/25/2015,17,Wholesale,GBP,GUT930,40,1,5,"5,105.40","3,982.21","25,527.00"
SO - 0001775,12/17/2014,2/13/2015,13,Wholesale,USD,FLR025,66,9,6,"1,159.10",753.42,"6,954.60"
SO - 0001776,12/17/2014,1/21/2015,7,Distributor,AUD,NXH382,52,11,9,"1,916.20","1,379.66","17,245.80"
SO - 0001777,12/17/2014,2/1/2015,41,Wholesale,AUD,AXW291,12,7,10,247.90,131.39,"2,479.00"
SO - 0001778,12/17/2014,1/17/2015,18,Wholesale,EUR,GUT930,40,9,10,884.40,610.24,"8,844.00"
SO - 0001779,12/18/2014,1/25/2015,29,Wholesale,AUD,GUT930,44,5,7,"1,139.00",774.52,"7,973.00"
SO - 0001780,12/18/2014,2/6/2015,13,Wholesale,USD,FLR025,62,1,5,174.20,85.36,871.00
SO - 0001781,12/18/2014,1/30/2015,20,Distributor,USD,GUT930,34,2,6,951.40,761.12,"5,708.40"
SO - 0001782,12/18/2014,1/18/2015,45,Wholesale,AUD,GUT930,35,1,9,167.50,125.63,"1,507.50"
SO - 0001783,12/18/2014,1/19/2015,17,Wholesale,USD,AXW291,26,7,7,"5,138.90","3,956.95","35,972.30"
SO - 0001784,12/18/2014,2/27/2015,12,Distributor,NZD,GUT930,33,7,9,214.40,109.34,"1,929.60"
SO - 0001785,12/19/2014,2/20/2015,5,Export,USD,NXH382,54,1,11,"1,011.70",475.50,"11,128.70"
SO - 0001786,12/19/2014,1/28/2015,16,Distributor,USD,FLR025,60,5,5,"1,159.10",915.69,"5,795.50"
SO - 0001787,12/19/2014,2/9/2015,48,Wholesale,EUR,GUT930,41,2,10,"1,058.60",857.47,"10,586.00"
SO - 0001788,12/19/2014,3/8/2015,2,Distributor,USD,FLR025,64,7,8,"1,869.30",766.41,"14,954.40"
SO - 0001789,12/19/2014,2/12/2015,47,Distributor,EUR,AXW291,10,5,6,"1,762.10","1,409.68","10,572.60"
SO - 0001790,12/19/2014,2/14/2015,10,Wholesale,GBP,NXH382,59,7,8,"2,492.40","1,869.30","19,939.20"
SO - 0001791,12/19/2014,3/1/2015,12,Wholesale,AUD,FLR025,63,10,11,"3,919.50","2,038.14","43,114.50"
SO - 0001792,12/19/2014,2/10/2015,31,Distributor,EUR,AXW291,26,11,7,"2,519.20","1,007.68","17,634.40"
SO - 0001793,12/19/2014,2/13/2015,10,Distributor,AUD,FLR025,65,8,7,"3,872.60","3,252.98","27,108.20"
SO - 0001794,12/20/2014,3/4/2015,32,Wholesale,USD,AXW291,27,5,6,"1,855.90","1,354.81","11,135.40"
SO - 0001795,12/20/2014,3/12/2015,26,Wholesale,GBP,GUT930,46,11,9,"4,006.60","3,205.28","36,059.40"
SO - 0001796,12/20/2014,3/10/2015,13,Wholesale,AUD,GUT930,38,1,9,"1,721.90","1,360.30","15,497.10"
SO - 0001797,12/20/2014,3/15/2015,6,Export,NZD,AXW291,26,11,8,"1,038.50",726.95,"8,308.00"
SO - 0001798,12/20/2014,1/25/2015,35,Export,GBP,GUT930,33,13,9,241.20,108.54,"2,170.80"
SO - 0001799,12/20/2014,2/26/2015,8,Distributor,USD,NXH382,50,1,8,"1,051.90",673.22,"8,415.20"
SO - 0001800,12/20/2014,3/13/2015,9,Distributor,NZD,GUT930,45,1,6,180.90,130.25,"1,085.40"
SO - 0001801,12/21/2014,3/9/2015,2,Distributor,EUR,GUT930,35,13,7,268.00,219.76,"1,876.00"
SO - 0001802,12/21/2014,2/6/2015,9,Distributor,USD,AXW291,1,13,9,"1,159.10",533.19,"10,431.90"
SO - 0001803,12/21/2014,3/11/2015,12,Export,AUD,GUT930,43,11,12,951.40,551.81,"11,416.80"
SO - 0001804,12/21/2014,3/10/2015,25,Wholesale,AUD,NXH382,59,1,6,"4,006.60","2,644.36","24,039.60"
SO - 0001805,12/21/2014,3/17/2015,33,Distributor,NZD,AXW291,22,1,11,"5,648.10","2,372.20","62,129.10"
SO - 0001806,12/21/2014,3/17/2015,37,Export,AUD,AXW291,31,5,10,"3,926.20","3,219.48","39,262.00"
SO - 0001807,12/21/2014,3/3/2015,24,Wholesale,NZD,FLR025,60,1,8,"5,326.50","4,207.94","42,612.00"
SO - 0001808,12/21/2014,1/20/2015,17,Wholesale,AUD,GUT930,35,5,9,"5,467.20","2,241.55","49,204.80"
SO - 0001809,12/21/2014,2/12/2015,37,Wholesale,USD,AXW291,31,10,9,"2,546.00","1,654.90","22,914.00"
SO - 0001810,12/21/2014,2/25/2015,50,Export,NZD,AXW291,13,1,10,"1,072.00",889.76,"10,720.00"
SO - 0001811,12/21/2014,3/5/2015,24,Wholesale,AUD,GUT930,38,2,9,"1,112.20",611.71,"10,009.80"
SO - 0001812,12/21/2014,2/27/2015,10,Wholesale,EUR,AXW291,16,7,12,"2,780.50","1,390.25","33,366.00"
SO - 0001813,12/21/2014,2/1/2015,39,Distributor,AUD,GUT930,34,2,10,"2,646.50","1,534.97","26,465.00"
SO - 0001814,12/22/2014,2/17/2015,10,Wholesale,NZD,NXH382,50,7,11,214.40,135.07,"2,358.40"
SO - 0001815,12/22/2014,3/7/2015,8,Wholesale,GBP,AXW291,4,1,9,"1,125.60",821.69,"10,130.40"
SO - 0001816,12/22/2014,1/27/2015,32,Export,NZD,GUT930,37,2,12,"1,842.50",737.00,"22,110.00"
SO - 0001817,12/22/2014,2/16/2015,12,Distributor,GBP,AXW291,30,14,8,"1,125.60",562.80,"9,004.80"
SO - 0001818,12/22/2014,1/28/2015,42,Wholesale,USD,GUT930,35,5,9,"6,224.30","4,170.28","56,018.70"
SO - 0001819,12/22/2014,2/28/2015,24,Wholesale,NZD,AXW291,17,2,12,"2,224.40","1,801.76","26,692.80"
SO - 0001820,12/22/2014,3/14/2015,6,Wholesale,NZD,GUT930,43,2,12,"1,192.60",739.41,"14,311.20"
SO - 0001821,12/22/2014,2/14/2015,36,Wholesale,NZD,AXW291,22,11,11,"6,097.00","2,926.56","67,067.00"
SO - 0001822,12/22/2014,1/31/2015,42,Distributor,USD,GUT930,43,4,8,"1,031.80",866.71,"8,254.40"
SO - 0001823,12/22/2014,2/22/2015,18,Export,NZD,NXH382,55,11,5,"2,425.40","1,358.22","12,127.00"
SO - 0001824,12/22/2014,2/6/2015,9,Wholesale,AUD,AXW291,23,9,5,"1,031.80",691.31,"5,159.00"
SO - 0001825,12/22/2014,1/29/2015,35,Wholesale,NZD,AXW291,18,3,12,897.80,619.48,"10,773.60"
SO - 0001826,12/23/2014,2/12/2015,33,Wholesale,EUR,AXW291,9,4,7,"2,458.90","1,524.52","17,212.30"
SO - 0001827,12/23/2014,2/27/2015,45,Distributor,USD,NXH382,54,13,7,"2,358.40","1,320.70","16,508.80"
SO - 0001828,12/23/2014,2/7/2015,41,Wholesale,NZD,AXW291,24,11,11,"1,788.90",840.78,"19,677.90"
SO - 0001829,12/23/2014,2/14/2015,12,Export,NZD,GUT930,39,13,6,"3,912.80","2,347.68","23,476.80"
SO - 0001830,12/23/2014,3/14/2015,45,Wholesale,NZD,AXW291,17,13,11,"6,143.90","4,362.17","67,582.90"
SO - 0001831,12/23/2014,3/13/2015,42,Distributor,NZD,AXW291,27,11,8,"2,827.40","1,272.33","22,619.20"
SO - 0001832,12/23/2014,1/23/2015,7,Export,USD,NXH382,59,9,11,"1,058.60",455.20,"11,644.60"
SO - 0001833,12/23/2014,3/17/2015,5,Wholesale,NZD,AXW291,22,13,10,"1,065.30",564.61,"10,653.00"
SO - 0001834,12/24/2014,3/7/2015,5,Distributor,USD,AXW291,15,5,9,"1,112.20",734.05,"10,009.80"
SO - 0001835,12/24/2014,3/7/2015,13,Wholesale,NZD,AXW291,6,1,10,"3,832.40","2,184.47","38,324.00"
SO - 0001836,12/24/2014,3/20/2015,12,Export,NZD,AXW291,21,2,8,857.60,626.05,"6,860.80"
SO - 0001837,12/24/2014,2/1/2015,4,Export,AUD,FLR025,63,1,6,"5,460.50","3,003.28","32,763.00"
SO - 0001838,12/24/2014,3/8/2015,30,Wholesale,NZD,AXW291,3,12,10,"2,566.10","1,950.24","25,661.00"
SO - 0001839,12/24/2014,3/1/2015,25,Export,GBP,FLR025,62,7,12,"2,653.20","1,193.94","31,838.40"
SO - 0001840,12/24/2014,2/6/2015,15,Wholesale,AUD,AXW291,13,2,12,884.40,636.77,"10,612.80"
SO - 0001841,12/24/2014,3/6/2015,31,Export,NZD,AXW291,15,10,8,"3,805.60","1,598.35","30,444.80"
SO - 0001842,12/24/2014,2/8/2015,1,Wholesale,NZD,GUT930,41,2,10,"1,152.40",887.35,"11,524.00"
SO - 0001843,12/24/2014,3/16/2015,23,Distributor,GBP,AXW291,13,2,10,"3,832.40","2,567.71","38,324.00"
SO - 0001844,12/24/2014,2/11/2015,5,Distributor,NZD,GUT930,42,4,7,871.00,661.96,"6,097.00"
SO - 0001845,12/24/2014,3/6/2015,27,Wholesale,NZD,GUT930,34,9,10,"1,809.00","1,139.67","18,090.00"
SO - 0001846,12/24/2014,3/7/2015,30,Wholesale,NZD,AXW291,17,2,12,"1,969.80","1,378.86","23,637.60"
SO - 0001847,12/24/2014,2/18/2015,46,Wholesale,NZD,AXW291,8,11,5,"1,038.50",716.57,"5,192.50"
SO - 0001848,12/24/2014,3/17/2015,25,Wholesale,NZD,GUT930,45,1,10,"3,651.50","1,606.66","36,515.00"
SO - 0001849,12/24/2014,3/6/2015,13,Wholesale,AUD,AXW291,10,2,6,"1,949.70","1,306.30","11,698.20"
SO - 0001850,12/24/2014,2/18/2015,50,Wholesale,GBP,AXW291,11,5,12,991.60,694.12,"11,899.20"
SO - 0001851,12/25/2014,2/24/2015,17,Export,USD,AXW291,2,11,9,"2,740.30","1,205.73","24,662.70"
SO - 0001852,12/25/2014,1/25/2015,23,Distributor,AUD,AXW291,12,11,6,"1,902.80","1,255.85","11,416.80"
SO - 0001853,12/25/2014,2/2/2015,47,Wholesale,NZD,AXW291,15,11,8,"2,365.10","1,773.83","18,920.80"
SO - 0001854,12/25/2014,2/21/2015,23,Wholesale,USD,GUT930,33,7,8,"1,051.90",662.70,"8,415.20"
SO - 0001855,12/25/2014,2/4/2015,39,Wholesale,USD,GUT930,44,11,11,"2,860.90","2,031.24","31,469.90"
SO - 0001856,12/25/2014,3/19/2015,7,Wholesale,AUD,NXH382,49,2,8,"5,835.70","4,201.70","46,685.60"
SO - 0001857,12/25/2014,3/7/2015,12,Wholesale,NZD,AXW291,31,1,5,"1,152.40",944.97,"5,762.00"
SO - 0001858,12/26/2014,2/8/2015,41,Distributor,USD,AXW291,22,12,8,897.80,619.48,"7,182.40"
SO - 0001859,12/26/2014,1/26/2015,5,Wholesale,NZD,NXH382,49,2,8,"1,112.20",912.00,"8,897.60"
SO - 0001860,12/26/2014,2/28/2015,12,Distributor,NZD,FLR025,66,1,12,"3,825.70","2,333.68","45,908.40"
SO - 0001861,12/26/2014,3/23/2015,3,Wholesale,GBP,GUT930,31,13,12,"1,963.10","1,217.12","23,557.20"
SO - 0001862,12/26/2014,2/26/2015,12,Wholesale,NZD,AXW291,13,2,6,"2,365.10","1,750.17","14,190.60"
SO - 0001863,12/26/2014,1/29/2015,20,Distributor,USD,NXH382,52,13,9,958.10,584.44,"8,622.90"
SO - 0001864,12/26/2014,2/27/2015,36,Distributor,AUD,AXW291,12,5,8,"1,855.90","1,132.10","14,847.20"
SO - 0001865,12/26/2014,2/24/2015,30,Wholesale,NZD,AXW291,11,13,12,"1,708.50","1,349.72","20,502.00"
SO - 0001866,12/26/2014,3/16/2015,45,Wholesale,USD,GUT930,42,11,11,"2,586.20","1,862.06","28,448.20"
SO - 0001867,12/26/2014,2/15/2015,40,Wholesale,USD,AXW291,15,1,12,"2,566.10","1,693.63","30,793.20"
SO - 0001868,12/26/2014,2/8/2015,32,Wholesale,NZD,NXH382,55,7,8,"3,202.60","1,985.61","25,620.80"
SO - 0001869,12/27/2014,3/2/2015,37,Distributor,NZD,GUT930,32,5,12,"6,545.90","2,749.28","78,550.80"
SO - 0001870,12/27/2014,2/17/2015,49,Distributor,GBP,AXW291,7,11,5,"5,226.00","3,396.90","26,130.00"
SO - 0001871,12/27/2014,3/21/2015,14,Wholesale,GBP,NXH382,48,11,7,904.50,732.65,"6,331.50"
SO - 0001872,12/27/2014,1/29/2015,16,Export,USD,NXH382,55,2,5,"2,237.80","1,029.39","11,189.00"
SO - 0001873,12/27/2014,2/10/2015,30,Distributor,USD,AXW291,24,5,6,"1,072.00",707.52,"6,432.00"
SO - 0001874,12/27/2014,1/31/2015,48,Distributor,NZD,AXW291,12,14,9,"1,092.10",884.60,"9,828.90"
SO - 0001875,12/27/2014,2/3/2015,48,Wholesale,USD,GUT930,46,2,10,"3,825.70","2,333.68","38,257.00"
SO - 0001876,12/27/2014,3/27/2015,36,Wholesale,USD,GUT930,43,1,7,214.40,165.09,"1,500.80"
SO - 0001877,12/27/2014,2/6/2015,17,Export,NZD,NXH382,59,1,7,"6,566.00","4,202.24","45,962.00"
SO - 0001878,12/27/2014,2/4/2015,6,Distributor,NZD,NXH382,54,1,6,"1,835.80","1,083.12","11,014.80"
SO - 0001879,12/27/2014,3/10/2015,26,Wholesale,NZD,AXW291,15,12,7,"2,432.10","1,021.48","17,024.70"
SO - 0001880,12/28/2014,2/21/2015,5,Wholesale,NZD,NXH382,60,14,7,"1,876.00","1,519.56","13,132.00"
SO - 0001881,12/28/2014,3/4/2015,15,Wholesale,NZD,NXH382,55,11,12,"1,011.70",424.91,"12,140.40"
SO - 0001882,12/28/2014,3/19/2015,18,Wholesale,NZD,AXW291,9,7,12,"1,038.50",768.49,"12,462.00"
SO - 0001883,12/28/2014,3/8/2015,46,Wholesale,AUD,AXW291,6,1,10,958.10,613.18,"9,581.00"
SO - 0001884,12/28/2014,2/18/2015,43,Export,AUD,AXW291,6,4,5,"2,445.50","1,222.75","12,227.50"
SO - 0001885,12/28/2014,2/5/2015,11,Wholesale,NZD,AXW291,17,2,8,"3,899.40","3,275.50","31,195.20"
SO - 0001886,12/28/2014,3/12/2015,4,Distributor,AUD,AXW291,15,9,7,"1,005.00",653.25,"7,035.00"
SO - 0001887,12/28/2014,3/7/2015,19,Distributor,NZD,AXW291,5,9,9,"1,775.50","1,349.38","15,979.50"
SO - 0001888,12/28/2014,2/28/2015,39,Distributor,EUR,GUT930,40,5,11,"1,125.60",855.46,"12,381.60"
SO - 0001889,12/29/2014,2/15/2015,49,Distributor,NZD,GUT930,33,1,8,"1,098.80",747.18,"8,790.40"
SO - 0001890,12/29/2014,1/29/2015,33,Wholesale,AUD,AXW291,20,5,6,"1,936.30","1,490.95","11,617.80"
SO - 0001891,12/29/2014,2/17/2015,24,Distributor,AUD,GUT930,41,1,12,"3,926.20","2,669.82","47,114.40"
SO - 0001892,12/29/2014,3/24/2015,14,Distributor,USD,AXW291,1,5,6,"3,155.70","2,240.55","18,934.20"
SO - 0001893,12/29/2014,3/23/2015,12,Wholesale,AUD,AXW291,31,7,5,"3,999.90","1,679.96","19,999.50"
SO - 0001894,12/29/2014,2/21/2015,37,Wholesale,NZD,AXW291,6,7,10,"1,092.10",666.18,"10,921.00"
SO - 0001895,12/30/2014,3/14/2015,38,Wholesale,USD,GUT930,36,1,6,"1,005.00",442.20,"6,030.00"
SO - 0001896,12/30/2014,2/14/2015,9,Wholesale,NZD,GUT930,39,7,8,254.60,134.94,"2,036.80"
SO - 0001897,12/30/2014,3/23/2015,36,Wholesale,EUR,FLR025,61,5,6,897.80,520.72,"5,386.80"
SO - 0001898,12/30/2014,2/14/2015,8,Wholesale,USD,GUT930,33,13,12,"1,748.70",821.89,"20,984.40"
SO - 0001899,12/30/2014,3/8/2015,14,Wholesale,EUR,AXW291,16,14,11,"1,105.50",442.20,"12,160.50"
SO - 0001900,12/30/2014,2/5/2015,25,Distributor,USD,FLR025,66,5,12,"5,842.40","4,323.38","70,108.80"
SO - 0001901,12/30/2014,2/4/2015,16,Distributor,NZD,AXW291,22,8,6,"1,179.20",754.69,"7,075.20"
SO - 0001902,12/30/2014,2/9/2015,45,Wholesale,NZD,AXW291,30,11,5,"2,579.50","1,496.11","12,897.50"
SO - 0001903,12/30/2014,3/25/2015,34,Wholesale,USD,FLR025,62,5,12,924.60,656.47,"11,095.20"
SO - 0001904,12/30/2014,2/26/2015,33,Distributor,NZD,AXW291,30,9,8,"3,979.80","2,905.25","31,838.40"
SO - 0001905,12/30/2014,3/16/2015,43,Wholesale,NZD,NXH382,51,9,9,"2,626.40","2,101.12","23,637.60"
SO - 0001906,12/30/2014,3/24/2015,17,Wholesale,NZD,AXW291,9,10,11,"1,293.10","1,021.55","14,224.10"
SO - 0001907,12/30/2014,2/7/2015,18,Wholesale,NZD,AXW291,16,5,10,"1,132.30",962.46,"11,323.00"
SO - 0001908,12/30/2014,3/3/2015,44,Distributor,EUR,NXH382,54,1,10,670.00,321.60,"6,700.00"
SO - 0001909,12/31/2014,3/13/2015,42,Wholesale,GBP,AXW291,6,5,12,"6,539.20","4,708.22","78,470.40"
SO - 0001910,12/31/2014,3/17/2015,42,Wholesale,AUD,AXW291,15,9,10,"3,256.20","2,637.52","32,562.00"
SO - 0001911,12/31/2014,3/17/2015,43,Distributor,USD,AXW291,4,13,5,"2,579.50","1,625.09","12,897.50"
SO - 0001912,12/31/2014,2/28/2015,36,Wholesale,USD,AXW291,16,1,5,"3,852.50","2,966.43","19,262.50"
SO - 0001913,12/31/2014,3/20/2015,26,Wholesale,GBP,AXW291,26,2,6,924.60,527.02,"5,547.60"
SO - 0001914,12/31/2014,3/7/2015,20,Distributor,USD,NXH382,47,11,6,"3,906.10","2,421.78","23,436.60"
SO - 0001915,12/31/2014,2/22/2015,33,Wholesale,USD,GUT930,40,11,9,254.60,129.85,"2,291.40"
SO - 0001916,12/31/2014,3/27/2015,6,Wholesale,NZD,NXH382,60,13,8,"1,072.00",589.60,"8,576.00"
SO - 0001917,12/31/2014,3/16/2015,12,Distributor,NZD,NXH382,53,12,6,"2,653.20","1,061.28","15,919.20"
SO - 0001918,12/31/2014,3/22/2015,39,Distributor,AUD,GUT930,42,2,9,"3,564.40","1,817.84","32,079.60"
SO - 0001919,12/31/2014,3/5/2015,4,Distributor,USD,NXH382,49,4,5,"1,078.70",517.78,"5,393.50"
SO - 0001920,12/31/2014,3/14/2015,19,Wholesale,USD,FLR025,65,7,9,"6,224.30","3,112.15","56,018.70"
SO - 0001921,12/31/2014,2/20/2015,2,Distributor,USD,AXW291,18,9,11,"1,326.60",822.49,"14,592.60"
SO - 0001922,12/31/2014,2/27/2015,36,Wholesale,NZD,AXW291,21,11,6,221.10,159.19,"1,326.60"
SO - 0001923,12/31/2014,2/24/2015,25,Distributor,NZD,GUT930,40,7,12,"6,344.90","3,806.94","76,138.80"
SO - 0001924,1/1/2015,3/12/2015,36,Wholesale,AUD,FLR025,63,7,6,"1,132.30",815.26,"6,793.80"
SO - 0001925,1/1/2015,2/23/2015,23,Wholesale,NZD,FLR025,63,11,11,757.10,446.69,"8,328.10"
SO - 0001926,1/1/2015,2/22/2015,21,Distributor,NZD,NXH382,48,2,9,"1,038.50",882.73,"9,346.50"
SO - 0001927,1/1/2015,3/18/2015,40,Distributor,NZD,AXW291,23,1,5,958.10,603.60,"4,790.50"
SO - 0001928,1/1/2015,2/21/2015,39,Wholesale,USD,AXW291,8,5,9,"1,855.90","1,521.84","16,703.10"
SO - 0001929,1/1/2015,3/11/2015,29,Wholesale,USD,GUT930,34,2,11,"2,646.50","1,879.02","29,111.50"
SO - 0001930,1/1/2015,3/7/2015,19,Distributor,NZD,AXW291,6,7,10,"5,453.80","3,654.05","54,538.00"
SO - 0001931,1/1/2015,2/17/2015,5,Wholesale,NZD,AXW291,19,1,7,"1,782.20","1,301.01","12,475.40"
SO - 0001932,1/1/2015,1/31/2015,29,Distributor,NZD,AXW291,23,1,12,"1,051.90",631.14,"12,622.80"
SO - 0001933,1/1/2015,2/22/2015,22,Distributor,USD,FLR025,61,11,6,254.60,216.41,"1,527.60"
SO - 0001934,1/1/2015,2/9/2015,19,Wholesale,USD,NXH382,57,4,12,"2,860.90","1,745.15","34,330.80"
SO - 0001935,1/1/2015,3/11/2015,32,Distributor,GBP,AXW291,15,4,9,"2,887.70","1,212.83","25,989.30"
SO - 0001936,1/1/2015,2/3/2015,31,Wholesale,AUD,AXW291,6,1,8,"1,085.40",857.47,"8,683.20"
SO - 0001937,1/2/2015,3/22/2015,27,Wholesale,NZD,AXW291,25,4,7,"1,031.80",773.85,"7,222.60"
SO - 0001938,1/2/2015,3/4/2015,35,Wholesale,NZD,NXH382,51,13,6,"1,172.50",644.88,"7,035.00"
SO - 0001939,1/2/2015,2/4/2015,4,Wholesale,USD,FLR025,64,13,10,"2,010.00",924.60,"20,100.00"
SO - 0001940,1/2/2015,2/28/2015,16,Wholesale,USD,GUT930,43,11,8,"5,279.60","4,118.09","42,236.80"
SO - 0001941,1/2/2015,2/25/2015,34,Distributor,NZD,GUT930,32,11,12,"1,038.50",581.56,"12,462.00"
SO - 0001942,1/2/2015,3/25/2015,37,Export,GBP,AXW291,18,2,11,"2,860.90","1,487.67","31,469.90"
SO - 0001943,1/2/2015,3/30/2015,42,Wholesale,NZD,AXW291,16,13,9,978.20,626.05,"8,803.80"
SO - 0001944,1/2/2015,3/23/2015,32,Distributor,NZD,NXH382,49,9,8,"3,718.50","1,970.81","29,748.00"
SO - 0001945,1/2/2015,2/18/2015,4,Export,AUD,NXH382,50,7,12,"5,480.60","3,014.33","65,767.20"
SO - 0001946,1/2/2015,3/2/2015,34,Distributor,NZD,AXW291,11,5,7,797.30,518.25,"5,581.10"
SO - 0001947,1/2/2015,3/28/2015,46,Distributor,USD,NXH382,47,1,12,247.90,123.95,"2,974.80"
SO - 0001948,1/2/2015,2/8/2015,49,Wholesale,GBP,AXW291,10,12,6,"1,165.80",897.67,"6,994.80"
SO - 0001949,1/2/2015,2/18/2015,32,Distributor,GBP,AXW291,18,13,11,"6,425.30","3,212.65","70,678.30"
SO - 0001950,1/2/2015,4/1/2015,28,Distributor,USD,GUT930,32,11,5,"1,293.10",956.89,"6,465.50"
SO - 0001951,1/2/2015,2/2/2015,38,Wholesale,NZD,AXW291,21,6,10,"6,197.50","3,594.55","61,975.00"
SO - 0001952,1/3/2015,2/11/2015,12,Wholesale,NZD,NXH382,59,11,6,"5,869.20","3,462.83","35,215.20"
SO - 0001953,1/3/2015,3/5/2015,31,Distributor,USD,GUT930,45,11,11,"1,098.80",593.35,"12,086.80"
SO - 0001954,1/3/2015,3/26/2015,25,Wholesale,USD,GUT930,44,5,6,"1,072.00",889.76,"6,432.00"
SO - 0001955,1/3/2015,3/10/2015,26,Wholesale,USD,NXH382,57,9,8,"6,532.50","3,984.83","52,260.00"
SO - 0001956,1/3/2015,3/28/2015,19,Wholesale,USD,AXW291,22,9,5,"3,946.30","2,367.78","19,731.50"
SO - 0001957,1/3/2015,3/29/2015,17,Wholesale,USD,AXW291,23,1,9,"1,031.80",835.76,"9,286.20"
SO - 0001958,1/3/2015,2/22/2015,15,Distributor,AUD,NXH382,57,1,5,"5,172.40","3,258.61","25,862.00"
SO - 0001959,1/3/2015,2/12/2015,23,Export,EUR,NXH382,55,12,8,"2,512.50","1,306.50","20,100.00"
SO - 0001960,1/3/2015,3/10/2015,42,Export,GBP,NXH382,55,2,11,"2,639.80","2,032.65","29,037.80"
SO - 0001961,1/4/2015,2/25/2015,19,Export,NZD,NXH382,56,2,12,"1,051.90",662.70,"12,622.80"
SO - 0001962,1/4/2015,2/6/2015,5,Wholesale,NZD,NXH382,47,7,9,"1,051.90",757.37,"9,467.10"
SO - 0001963,1/4/2015,2/26/2015,33,Wholesale,USD,GUT930,34,13,7,"2,003.30","1,482.44","14,023.10"
SO - 0001964,1/4/2015,3/3/2015,33,Wholesale,NZD,AXW291,26,9,7,837.50,502.50,"5,862.50"
SO - 0001965,1/4/2015,3/7/2015,40,Wholesale,EUR,GUT930,43,11,7,"5,815.60","4,303.54","40,709.20"
SO - 0001966,1/4/2015,2/20/2015,23,Wholesale,NZD,AXW291,7,2,10,"1,172.50",973.18,"11,725.00"
SO - 0001967,1/4/2015,2/28/2015,3,Distributor,GBP,AXW291,16,13,9,"1,118.90",716.10,"10,070.10"
SO - 0001968,1/4/2015,3/16/2015,23,Wholesale,AUD,NXH382,51,7,9,"3,845.80","3,230.47","34,612.20"
SO - 0001969,1/4/2015,2/22/2015,40,Export,USD,AXW291,5,10,6,"2,586.20","1,034.48","15,517.20"
SO - 0001970,1/4/2015,2/3/2015,29,Wholesale,EUR,AXW291,25,7,7,"5,165.70","2,066.28","36,159.90"
SO - 0001971,1/4/2015,3/3/2015,26,Distributor,EUR,AXW291,3,2,10,"3,155.70","1,262.28","31,557.00"
SO - 0001972,1/5/2015,3/4/2015,43,Export,USD,NXH382,47,5,7,"2,304.80","1,613.36","16,133.60"
SO - 0001973,1/5/2015,2/21/2015,26,Wholesale,USD,GUT930,33,2,7,"3,839.10","2,802.54","26,873.70"
SO - 0001974,1/5/2015,3/9/2015,44,Wholesale,AUD,NXH382,48,9,8,"1,005.00",723.60,"8,040.00"
SO - 0001975,1/5/2015,4/2/2015,19,Wholesale,NZD,AXW291,30,11,9,"2,525.90","1,768.13","22,733.10"
SO - 0001976,1/5/2015,3/26/2015,8,Wholesale,NZD,AXW291,27,1,11,"1,922.90","1,365.26","21,151.90"
SO - 0001977,1/5/2015,3/29/2015,6,Distributor,AUD,NXH382,53,7,5,"6,371.70","4,587.62","31,858.50"
SO - 0001978,1/5/2015,3/19/2015,36,Distributor,EUR,NXH382,52,5,12,"3,986.50","2,670.96","47,838.00"
SO - 0001979,1/5/2015,2/15/2015,7,Distributor,NZD,GUT930,39,9,12,"1,835.80","1,193.27","22,029.60"
